id,pid,diet_veg,diet_gf,diet_sf,diet_egg,diet_nut,diet_soy,diet_wheat,diet_fish,diet_shellfish,diet_oth_allergy,diet_oth_res,diet_none,diet_pna,purch_groc_ol_freq,purch_milk_is,purch_milk_ol,purch_milk_pna,purch_milk_is_freq,purch_milk_is_ware,purch_milk_is_bigbox,purch_milk_is_super,purch_milk_is_spec,purch_milk_is_disc,purch_milk_is_conv,purch_milk_is_local,purch_milk_is_oth,purch_milk_is_othtxt,purch_milk_ol_freq,purch_milk_ol_loc,AttentionCheck1,cons_milk_freq,purch_milk_size,purch_milk_size_oth,milk_whole,milk_2pct,milk_1pct,milk_skim,milk_lf,milk_a2,milk_cream,milk_homo,milk_oth,milk_pna,milk_othtxt,milk_price,spend,rank_brand,rank_fat,rank_claim,rank_price,notice_sellby,last_exp_nps,last_exp_nbr,poor_exp,poor_exp_taste,poor_exp_smell,poor_exp_sick,poor_exp_sour,poor_exp_pkg,poor_exp_2day,poor_exp_expired,poor_exp_texture,poor_exp_oth,poor_exp_pna,poor_exp_badb4exp,poor_exp_othtxt,poor_exp_freq,poor_exp_chg_switch_st,poor_exp_chg_switch_sp,poor_exp_chg_switch_brand,poor_exp_chg_switch_type,poor_exp_chg_nc,poor_exp_chg_pna,poor_exp_chg_switch_detail,poor_exp_chg_switch_alloc,good_exp_is_ret,good_exp_is_nps,good_exp_is_nbr,poor_exp_is_ret,poor_exp_is_nps,poor_exp_is_nbr,good_exp_ic_ret,good_exp_ic_nps,good_exp_ic_nbr,poor_exp_ic_ret,poor_exp_ic_nps,poor_exp_ic_nbr,good_exp_olsp_ret,good_exp_olsp_nps,good_exp_olsp_nbr,poor_exp_olsp_ret,poor_exp_olsp_nps,poor_exp_olsp_nbr,good_exp_stweb_ret,good_exp_stweb_nps,good_exp_stweb_nbr,poor_exp_stweb_ret,poor_exp_stweb_nps,poor_exp_stweb_nbr,birth_yr,age,age_cat,gender,gender_txt,eth_white,eth_me_na,eth_black,eth_native,eth_asian,eth_pi,eth_latino,eth_oth,eth_pna,eth_othtxt,edu,emp,hhinc,ms,child,state
R_2XicnxklqYPtmSA,5b49eba46a4f840001f77485,,,,,,,,,,,,None,,Several times a month,In a store,,,Multiple times a week,"Warehouse club stores (Costco, Sam's Club, BJ's, etc.)","Large/national big-box stores (Walmart, Target, K-Mart, etc.)","Large supermarkets (Harps, Tops, Sprouts, Kroger, Publix, Albertsons, etc.)",,,Convenience stores,Small/local grocery stores,,,,,Strongly Disagree,Multiple times a day,Gallon,,,2%,1%,,,,,,,,,$2-4,$100-150,3,1,4,2,Yes,Promoter,9,No,,,,,,,,,,,,,,,,,,,,,,Very Likely,Promoter,9,,,NA,,,NA,,,NA,,,NA,,,NA,,,NA,,,NA,1971,51,46-55,Female,,White,,,,,,,,,,Some college but no degree,Working full-time,"$60,000 to $69,999",Married,No,Washington
R_UxYWjCWXPKDwwFj,5de90ac82f942d02d848bbfe,,,,,,,,,,,,None,,About once a month,In a store,,,Approximately once a week,,"Large/national big-box stores (Walmart, Target, K-Mart, etc.)",,"Specialty stores (Whole Foods, Trader Joe's, ethnic grocery stores, etc)",,Convenience stores,Small/local grocery stores,,,,,Strongly Disagree,Multiple times a week,Gallon,,Whole milk,2%,,,,,,,,,,$4+,$50-100,1,3,4,2,Yes,Promoter,9,No,,,,,,,,,,,,,,,,,,,,,,Very Likely,Promoter,10,,,NA,,,NA,,,NA,,,NA,,,NA,,,NA,,,NA,1971,51,46-55,Male,,White,,,,,,,,,,Some college but no degree,Working full-time,"$40,000 to $49,999",Married,Yes,Michigan
R_27PAjS357XChiMb,5f2db71d8107210d51d6a0a7,,,,,,,,,,,,None,,Once in a few months or longer,In a store,,,Approximately every 10 - 14 days,"Warehouse club stores (Costco, Sam's Club, BJ's, etc.)",,,,,,,,,,,Strongly Disagree,Multiple times a week,Gallon,,,2%,,,,,,,,,,$2-4,$50-100,1,2,4,3,Yes,Promoter,9,No,,,,,,,,,,,,,,,,,,,,,,Very Likely,Promoter,9,,,NA,,,NA,,,NA,,,NA,,,NA,,,NA,,,NA,1971,51,46-55,Female,,White,,,,,,,,,,Bachelor's degree in college (4-year),Working full-time,"$90,000 to $99,999",Married,Yes,South Carolina
R_2S618S23J5LwnPe,5f3dd31899a9be204ea557f6,,,,,,,,,,,,None,,Several times a month,,Online (through an app or web browser),,,,,,,,,,,,Approximately every 10 - 14 days,"Store-specific online services (Stop and Shop online delivery/pickup, Walmart+, etc)",Strongly Disagree,Multiple times a week,Gallon,,Whole milk,,,,,,,,,,,$2-4,$150+,3,1,4,2,Yes,Promoter,10,No,,,,,,,,,,,,,,,,,,,,,,,,NA,,,NA,,,NA,,,NA,,,NA,,,NA,Very Likely,Promoter,10,,,NA,1971,51,46-55,Female,,White,,,,,,,,,,Some college but no degree,A homemaker or stay-at-home parents,"$150,000 or more",Married,Yes,Maryland
R_2VKeP8Mc4j8GAML,603f01ce8512c2080adfbe7a,,,,,,,,,,,,None,,Once in a few months or longer,In a store,,,Approximately once a week,,,"Large supermarkets (Harps, Tops, Sprouts, Kroger, Publix, Albertsons, etc.)",,,,,,,,,Strongly Disagree,Multiple times a week,Gallon,,Whole milk,,,,,,,,,,,$2-4,$50-100,3,1,4,2,Yes,Promoter,9,No,,,,,,,,,,,,,,,,,,,,,,Likely,Detractor,6,,,NA,,,NA,,,NA,,,NA,,,NA,,,NA,,,NA,1971,51,46-55,Male,,White,,,,,,,,,,High school diploma/ GED,Working full-time,"$50,000 to $59,999",Married,Yes,Ohio
R_ywHxSQdrSMc4rXr,605ab4ac7ee22780d068b662,,,,,,,,,,,,None,,About once a month,In a store,,,Approximately once a week,,,,,,,Small/local grocery stores,,,,,Strongly Disagree,Multiple times a week,Half-gallon,,,2%,,,,,,,,,,$2-4,$25-50,2,1,3,4,Yes,Promoter,9,Yes,,,,,,When the milk is less than or equal to 2 days from expiration date,,,,,,,Rarely,,,,,"No, nothing changed",,,,Likely,Detractor,2,Likely,Detractor,2,,,NA,,,NA,,,NA,,,NA,,,NA,,,NA,1971,51,46-55,Female,,White,,,,,,,,,,Graduate Degree,Working part-time,"$100,000 to $149,999",Married,No,Kansas
R_1H7fgCxahNHh2r2,607ec99a0e2f8caf3de9f839,,,,,,,,,,,,None,,Once in a few months or longer,In a store,,,Less frequently than every 14 days,"Warehouse club stores (Costco, Sam's Club, BJ's, etc.)",,"Large supermarkets (Harps, Tops, Sprouts, Kroger, Publix, Albertsons, etc.)",,,,,,,,,Strongly Disagree,Less than once a week,Half-gallon,,,,,,,A2 milk,,,,,,$4+,$50-100,3,4,2,1,Yes,Passive,8,Yes,When milk was not sour but it did not taste as I expected,When milk does not smell as I expected,When you get sick from the food product,When the milk has a sour taste,,When the milk is less than or equal to 2 days from expiration date,When the milk is expired,When milk has a different texture than I expected,,,,,Rarely,,,,,"No, nothing changed",,,,Very Likely,Promoter,9,Likely,Passive,8,,,NA,,,NA,,,NA,,,NA,,,NA,,,NA,1971,51,46-55,Female,,White,,,,,,,,,,High school diploma/ GED,A homemaker or stay-at-home parents,"$100,000 to $149,999",Married,Yes,Florida
R_2SpfCQRMyg5Zrfo,61015eeeac2c6fae4f3696c6,,,,,,,,,,,,None,,About once a month,In a store,,,Approximately every 10 - 14 days,,,,,,,Small/local grocery stores,,,,,Strongly Disagree,Multiple times a week,Half-gallon,,,2%,,,,,,,,,,$2-4,$25-50,2,1,4,3,Yes,Promoter,10,Yes,When milk was not sour but it did not taste as I expected,,,,When the milk container is dirty or damaged,,When the milk is expired,,,,,,Sometimes,Switch stores,,,,,,"Yes, to buy specific products",0-10%,Very Likely,Promoter,9,Unlikely,Detractor,3,,,NA,,,NA,,,NA,,,NA,,,NA,,,NA,1971,51,46-55,Female,,White,,,,,,,,,,Graduate Degree,Working full-time,"$70,000 to $79,999",Married,Yes,North Carolina
R_3HAMknKlwk4kWDZ,56ac1289f209e0000cdabbe6,,,,,,,,,,,,None,,Several times a month,In a store,,,Approximately once a week,,"Large/national big-box stores (Walmart, Target, K-Mart, etc.)","Large supermarkets (Harps, Tops, Sprouts, Kroger, Publix, Albertsons, etc.)",,"Discount chains (Aldi, Dollar Tree, Dollar General, Big Lots, etc.)",,,,,,,Strongly Disagree,Multiple times a week,Other (please specify),Indivdual Shelf-Stable 8oz,Whole milk,2%,,,,,,,,,,$2-4,$50-100,3,2,4,1,Yes,Promoter,10,Yes,When milk was not sour but it did not taste as I expected,When milk does not smell as I expected,When you get sick from the food product,When the milk has a sour taste,,When the milk is less than or equal to 2 days from expiration date,When the milk is expired,When milk has a different texture than I expected,,,,,Rarely,,,,,"No, nothing changed",,,,Very Likely,Detractor,5,Likely,Detractor,5,,,NA,,,NA,,,NA,,,NA,,,NA,,,NA,1970,52,46-55,Male,,White,,,,,,,,,,Some college but no degree,Other,"$10,000 to $19,999",Divorced,No,Oklahoma
R_3ke3QTelVH3ZwBG,5733464fbc6923000fcd2de1,,,,,,,,,,,,None,,Once in a few months or longer,In a store,,,Approximately every 10 - 14 days,,,"Large supermarkets (Harps, Tops, Sprouts, Kroger, Publix, Albertsons, etc.)",,,,Small/local grocery stores,,,,,Strongly Disagree,Multiple times a week,Half-gallon,,,2%,,Skim milk,,,,,,,,$4+,$25-50,2,3,1,4,Yes,Promoter,10,No,,,,,,,,,,,,,,,,,,,,,,Very Likely,Detractor,6,,,NA,,,NA,,,NA,,,NA,,,NA,,,NA,,,NA,1970,52,46-55,Female,,White,,,,,,,,,,Graduate Degree,Working full-time,"$30,000 to $39,999",Never married,No,Texas
R_3sdhHCyi8tjJpdO,59565b1bbbb52400017ad4e1,,,,,,,,,,,,None,,Several times a month,In a store,,,Approximately once a week,,,"Large supermarkets (Harps, Tops, Sprouts, Kroger, Publix, Albertsons, etc.)",,,Convenience stores,Small/local grocery stores,,,,,Strongly Disagree,Multiple times a week,Half-gallon,,Whole milk,,1%,,,,,,,,,$4+,$150+,2,4,3,1,Yes,Detractor,5,No,,,,,,,,,,,,,,,,,,,,,,Likely,Detractor,5,,,NA,,,NA,,,NA,,,NA,,,NA,,,NA,,,NA,1970,52,46-55,Female,,White,,,,,,,,,,High school diploma/ GED,Unemployed and looking for work,"Less than $10,000",Never married,No,Massachusetts
R_ux1xar0xkc9EGPv,5b824fb6cc06660001a302d4,,,,,,,,,,,,None,,About once a month,In a store,,,Approximately once a week,"Warehouse club stores (Costco, Sam's Club, BJ's, etc.)",,"Large supermarkets (Harps, Tops, Sprouts, Kroger, Publix, Albertsons, etc.)",,,,,,,,,Strongly Disagree,Once a day,Gallon,,,,,Skim milk,,,,,,,,$2-4,$150+,2,1,4,3,Yes,Promoter,9,Yes,When milk was not sour but it did not taste as I expected,,,,,,,,,,,,Sometimes,Switch stores,,Switch milk producer / brand,,,,"Yes, to buy specific products",20-50%,Very Likely,Promoter,9,Unlikely,Detractor,2,,,NA,,,NA,,,NA,,,NA,,,NA,,,NA,1970,52,46-55,Female,,White,,,,,,,,,,Bachelor's degree in college (4-year),Working full-time,"$90,000 to $99,999",Married,No,Georgia
R_tQhl3Y32btCY0Ex,5c022a94d183df000141f1e2,,,,,,,,,,,,None,,Several times a month,In a store,Online (through an app or web browser),,Approximately once a week,,"Large/national big-box stores (Walmart, Target, K-Mart, etc.)","Large supermarkets (Harps, Tops, Sprouts, Kroger, Publix, Albertsons, etc.)",,,,,,,Less frequently than every 14 days,"Store-specific online services (Stop and Shop online delivery/pickup, Walmart+, etc)",Strongly Disagree,Once a day,Gallon,,,,1%,,,,,,,,,$2-4,$150+,3,1,4,2,Yes,Promoter,10,Yes,When milk was not sour but it did not taste as I expected,When milk does not smell as I expected,When you get sick from the food product,When the milk has a sour taste,When the milk container is dirty or damaged,When the milk is less than or equal to 2 days from expiration date,When the milk is expired,,,,,,Rarely,,,,,"No, nothing changed",,,,Very Likely,Promoter,9,Likely,Detractor,5,,,NA,,,NA,,,NA,,,NA,Very Likely,Promoter,9,Neutral,Detractor,3,1970,52,46-55,Male,,White,,,,,,,,,,Some college but no degree,Working full-time,"$60,000 to $69,999",Married,No,Michigan
R_C8G5dhniOgE4WvD,5c0da14d656168000159da7a,,,,,,,,,,,,None,,Once in a few months or longer,In a store,,,Approximately once a week,,"Large/national big-box stores (Walmart, Target, K-Mart, etc.)","Large supermarkets (Harps, Tops, Sprouts, Kroger, Publix, Albertsons, etc.)",,,,,,,,,Strongly Disagree,Multiple times a week,Gallon,,,2%,,,,,,,,,,$2-4,$50-100,4,1,3,2,Yes,Promoter,9,No,,,,,,,,,,,,,,,,,,,,,,Very Likely,Promoter,9,,,NA,,,NA,,,NA,,,NA,,,NA,,,NA,,,NA,1970,52,46-55,Male,,White,,,,,,,,,,Some college but no degree,Working full-time,"$50,000 to $59,999",Never married,No,Michigan
R_1N5n5kNsAZc9o7A,5c3fb71b36052e00016bb1a6,,,,,,,,,,,,None,,Once in a few months or longer,In a store,,,Approximately once a week,,,"Large supermarkets (Harps, Tops, Sprouts, Kroger, Publix, Albertsons, etc.)","Specialty stores (Whole Foods, Trader Joe's, ethnic grocery stores, etc)",,,Small/local grocery stores,,,,,Strongly Disagree,Multiple times a day,Gallon,,,2%,,,,,,,,,,$2-4,$50-100,3,1,4,2,Yes,Promoter,10,Yes,When milk was not sour but it did not taste as I expected,When milk does not smell as I expected,When you get sick from the food product,When the milk has a sour taste,,,,When milk has a different texture than I expected,,,,,Rarely,,,Switch milk producer / brand,,,,,,Very Likely,Passive,8,Neutral,Detractor,4,,,NA,,,NA,,,NA,,,NA,,,NA,,,NA,1970,52,46-55,Non-binary / third gender,,White,,,,,,,,,,Bachelor's degree in college (4-year),Unemployed and looking for work,"Less than $10,000",Divorced,Yes,Washington
R_3dVOSMATB5vZ93o,5c9293accd8dd00001d0b129,,,,,,,,,,,,None,,Several times a month,In a store,,,Approximately once a week,,,"Large supermarkets (Harps, Tops, Sprouts, Kroger, Publix, Albertsons, etc.)",,,,,,,,,Strongly Disagree,Once a day,Gallon,,,2%,,,,,,,,,,$4+,$150+,2,1,3,4,Yes,Promoter,9,Yes,,,,,When the milk container is dirty or damaged,,When the milk is expired,,,,,,Rarely,,,,,"No, nothing changed",,,,Very Likely,Passive,8,Very unlikely,Detractor,1,,,NA,,,NA,,,NA,,,NA,,,NA,,,NA,1970,52,46-55,Male,,White,,,,,,,,,,Bachelor's degree in college (4-year),Working full-time,"$100,000 to $149,999",Married,Yes,California
R_3GoZWsv4ceflYzA,5deae9553d36b2213acf39b9,,,,,,,,,,,,None,,About once a month,In a store,Online (through an app or web browser),,Approximately once a week,,,"Large supermarkets (Harps, Tops, Sprouts, Kroger, Publix, Albertsons, etc.)",,"Discount chains (Aldi, Dollar Tree, Dollar General, Big Lots, etc.)",Convenience stores,,,,Less frequently than every 14 days,Instacart,Strongly Disagree,Multiple times a week,Gallon,,Whole milk,,,,,,,,,,,$2-4,$50-100,4,1,3,2,Yes,Promoter,10,No,,,,,,,,,,,,,,,,,,,,,,Very Likely,Passive,7,,,NA,Very likely,Passive,7,,,NA,,,NA,,,NA,,,NA,,,NA,1970,52,46-55,Female,,White,,,,,,,,,,High school diploma/ GED,Working part-time,"$10,000 to $19,999",Never married,Yes,Missouri
R_2U5dQY9s9qNYAjD,5e976f67be609822f1146463,,,,,,,,,,,,None,,Once in a few months or longer,In a store,,,Approximately once a week,"Warehouse club stores (Costco, Sam's Club, BJ's, etc.)","Large/national big-box stores (Walmart, Target, K-Mart, etc.)","Large supermarkets (Harps, Tops, Sprouts, Kroger, Publix, Albertsons, etc.)",,,Convenience stores,,,,,,Strongly Disagree,Multiple times a week,Gallon,,Whole milk,2%,1%,Skim milk,,,,Traditional homogenized milk,,,,$4+,$25-50,1,3,2,4,Yes,Promoter,10,No,,,,,,,,,,,,,,,,,,,,,,Very Likely,Promoter,10,,,NA,,,NA,,,NA,,,NA,,,NA,,,NA,,,NA,1970,52,46-55,Male,,White,,,,Asian (including South Asian),,,,,,High school diploma/ GED,Working part-time,"$90,000 to $99,999",Living with a partner,No,Hawaii
R_T63HHv5iKmAvCfL,5f36bde6d3369c0cadac39bf,,,,,,,,,,,,None,,About once a month,In a store,,,Approximately once a week,,,,,"Discount chains (Aldi, Dollar Tree, Dollar General, Big Lots, etc.)",,,Other (please specify),Lapp's Dairy Farm,,,Strongly Disagree,Multiple times a week,Gallon,,,2%,,,,,,,,,,$2-4,$100-150,3,2,4,1,Yes,Promoter,10,Yes,When milk was not sour but it did not taste as I expected,,,When the milk has a sour taste,,,,When milk has a different texture than I expected,,,,,Rarely,,,Switch milk producer / brand,,,,,,Very Likely,Promoter,9,Very unlikely,Detractor,0,,,NA,,,NA,,,NA,,,NA,,,NA,,,NA,1970,52,46-55,Male,,White,,,,,,,,,,Bachelor's degree in college (4-year),Working full-time,"$80,000 to $89,999",Married,Yes,Pennsylvania
R_3DupJwSiixum9GK,5fba9d0b11db76aa38bdc72c,,,,,,,,,,,,None,,Once in a few months or longer,In a store,,,Approximately once a week,,,"Large supermarkets (Harps, Tops, Sprouts, Kroger, Publix, Albertsons, etc.)",,,,,,,,,Strongly Disagree,Once a day,Gallon,,,,,Skim milk,,,,,,,,$2-4,$50-100,3,1,4,2,Yes,Promoter,10,Yes,When milk was not sour but it did not taste as I expected,When milk does not smell as I expected,,When the milk has a sour taste,,,,When milk has a different texture than I expected,,,,,Rarely,Switch stores,,,,,,"Yes, to buy specific products",>50%,Very Likely,Promoter,10,Neutral,Detractor,3,,,NA,,,NA,,,NA,,,NA,,,NA,,,NA,1970,52,46-55,Male,,White,,,,,,,,,,Graduate Degree,Retired,"$150,000 or more",Married,No,Tennessee
R_4YK0nvWcJQRGO7T,5fbd1b3f7610c105872121e6,,,,,,Soy allergy,,,,,,,,About once a month,In a store,,,Approximately once a week,"Warehouse club stores (Costco, Sam's Club, BJ's, etc.)",,"Large supermarkets (Harps, Tops, Sprouts, Kroger, Publix, Albertsons, etc.)",,"Discount chains (Aldi, Dollar Tree, Dollar General, Big Lots, etc.)",,,,,,,Strongly Disagree,Once a day,Gallon,,,2%,,,,,,,,,,$2-4,$50-100,4,1,3,2,Yes,Promoter,9,No,,,,,,,,,,,,,,,,,,,,,,Very Likely,Detractor,5,,,NA,,,NA,,,NA,,,NA,,,NA,,,NA,,,NA,1970,52,46-55,Female,,White,,,,,,,,,,Bachelor's degree in college (4-year),Working full-time,"$50,000 to $59,999",Married,No,Arizona
R_2aaa25hM7xFlv0i,6053a8d54ee4c8d353177990,,,,,,,,,,,,None,,About once per week,In a store,,,Approximately once a week,,"Large/national big-box stores (Walmart, Target, K-Mart, etc.)","Large supermarkets (Harps, Tops, Sprouts, Kroger, Publix, Albertsons, etc.)",,,,,,,,,Strongly Disagree,Multiple times a day,Gallon,,Whole milk,,,,,,,,,,,$2-4,$150+,1,3,4,2,Yes,Passive,8,No,,,,,,,,,,,,,,,,,,,,,,Very Likely,Passive,8,,,NA,,,NA,,,NA,,,NA,,,NA,,,NA,,,NA,1970,52,46-55,Male,,White,,,,,,,,,,Bachelor's degree in college (4-year),Working full-time,"$100,000 to $149,999",Married,No,South Carolina
R_339kqkMQiQTM9XY,606907932bce6fa5c5ad1050,,,,,,,,,,,,None,,About once per week,,Online (through an app or web browser),,,,,,,,,,,,Approximately once a week,"Store-specific online services (Stop and Shop online delivery/pickup, Walmart+, etc)",Strongly Disagree,Multiple times a week,Half-gallon,,,2%,,,Lactose-free milk,,,,,,,$4+,$100-150,3,2,1,4,Yes,Promoter,10,Yes,When milk was not sour but it did not taste as I expected,When milk does not smell as I expected,,When the milk has a sour taste,,,When the milk is expired,,,,,,Rarely,,,,,"No, nothing changed",,,,,,NA,,,NA,,,NA,,,NA,,,NA,,,NA,Very Likely,Passive,7,Likely,Detractor,3,1970,52,46-55,Female,,White,,,,,,,,,,Associate degree in college (2-year),Working full-time,"$90,000 to $99,999",Living with a partner,No,Louisiana
R_yEZnAePAR4r5S9z,60b3e6ad448226548d21fc4d,,,,,,,,,,,,None,,About once per week,In a store,Online (through an app or web browser),,Approximately every 10 - 14 days,"Warehouse club stores (Costco, Sam's Club, BJ's, etc.)","Large/national big-box stores (Walmart, Target, K-Mart, etc.)","Large supermarkets (Harps, Tops, Sprouts, Kroger, Publix, Albertsons, etc.)","Specialty stores (Whole Foods, Trader Joe's, ethnic grocery stores, etc)","Discount chains (Aldi, Dollar Tree, Dollar General, Big Lots, etc.)",,Small/local grocery stores,,,Approximately every 10 - 14 days,Amazon Fresh,Strongly Disagree,Multiple times a week,Half-gallon,,Whole milk,2%,,,,,,Traditional homogenized milk,,,,$0-2,$50-100,3,2,4,1,Yes,Passive,7,No,,,,,,,,,,,,,,,,,,,,,,Neutral,Detractor,5,,,NA,,,NA,,,NA,Neutral,Detractor,5,,,NA,,,NA,,,NA,1970,52,46-55,Female,,White,,,,,,,,,,Bachelor's degree in college (4-year),Working part-time,"$100,000 to $149,999",Married,Yes,New Jersey
R_10v1KOiUWsiv8Bq,614eb0a92921d8c1e64f4873,,,,,,,,,,,,None,,About once per week,In a store,,,Less frequently than every 14 days,,,"Large supermarkets (Harps, Tops, Sprouts, Kroger, Publix, Albertsons, etc.)",,,,,,,,,Strongly Disagree,Less than once a week,Quart,,,2%,,,,,,,,,,$2-4,$50-100,4,2,3,1,Yes,Promoter,9,Yes,,,When you get sick from the food product,,,,,,,,,,Rarely,,,,,"No, nothing changed",,,,Very Likely,Promoter,9,Neutral,Detractor,5,,,NA,,,NA,,,NA,,,NA,,,NA,,,NA,1970,52,46-55,Female,,White,,,,,,,,,,Associate degree in college (2-year),Unemployed and looking for work,"Less than $10,000",Never married,No,Ohio
R_1pL7e8cTbZQ6WHJ,5953d01e4d560700016462da,,,,,,,,,,,,None,,About once a month,In a store,,,Approximately once a week,,,"Large supermarkets (Harps, Tops, Sprouts, Kroger, Publix, Albertsons, etc.)","Specialty stores (Whole Foods, Trader Joe's, ethnic grocery stores, etc)",,,,,,,,Strongly Disagree,Multiple times a week,Half-gallon,,Whole milk,,,,,,,,,,,$2-4,$100-150,1,3,2,4,Yes,Promoter,10,No,,,,,,,,,,,,,,,,,,,,,,Very Likely,Detractor,6,,,NA,,,NA,,,NA,,,NA,,,NA,,,NA,,,NA,1969,53,46-55,Female,,White,,,,,,,,,,Bachelor's degree in college (4-year),Working full-time,"$100,000 to $149,999",Prefer not to answer,No,Wisconsin
R_ODWWMzkZ0d1uxRn,59949236c825cf0001d7dcdc,,,,,,,,,Shellfish allergy,,,,,Several times a month,In a store,Online (through an app or web browser),,Approximately every 10 - 14 days,"Warehouse club stores (Costco, Sam's Club, BJ's, etc.)","Large/national big-box stores (Walmart, Target, K-Mart, etc.)","Large supermarkets (Harps, Tops, Sprouts, Kroger, Publix, Albertsons, etc.)","Specialty stores (Whole Foods, Trader Joe's, ethnic grocery stores, etc)","Discount chains (Aldi, Dollar Tree, Dollar General, Big Lots, etc.)",,,,,Less frequently than every 14 days,Amazon Fresh,Strongly Disagree,Multiple times a week,Half-gallon,,Whole milk,,,,,,,,,,,$2-4,$50-100,3,1,4,2,Yes,Promoter,9,Yes,When milk was not sour but it did not taste as I expected,When milk does not smell as I expected,,When the milk has a sour taste,When the milk container is dirty or damaged,,When the milk is expired,When milk has a different texture than I expected,,,,,Rarely,,,Switch milk producer / brand,,,,,,Very Likely,Promoter,9,Very unlikely,Detractor,1,,,NA,,,NA,Very Likely,Promoter,9,Unlikely,Detractor,1,,,NA,,,NA,1969,53,46-55,Male,,White,Middle Eastern or North African,,,,,,,,,Bachelor's degree in college (4-year),Working full-time,"$50,000 to $59,999",Never married,Yes,Massachusetts
R_2PCh3FBtVlXlykz,5d5d8b500c1688000169bd08,,,,,,,,,,,,None,,Once in a few months or longer,In a store,,,Multiple times a week,"Warehouse club stores (Costco, Sam's Club, BJ's, etc.)",,"Large supermarkets (Harps, Tops, Sprouts, Kroger, Publix, Albertsons, etc.)",,,,,,,,,Strongly Disagree,Multiple times a week,Gallon,,Whole milk,2%,,,,,,,,,,$4+,$150+,3,1,2,4,Yes,Promoter,10,No,,,,,,,,,,,,,,,,,,,,,,Very Likely,Promoter,10,,,NA,,,NA,,,NA,,,NA,,,NA,,,NA,,,NA,1969,53,46-55,Female,,White,,,,,,,,,,Graduate Degree,Working full-time,"$150,000 or more",Married,Yes,Florida
R_veHcuUDRHucbE7T,5de6bcd545971063d3ff95db,,,,,,,,,,,,None,,About once a month,In a store,Online (through an app or web browser),,Approximately every 10 - 14 days,,,"Large supermarkets (Harps, Tops, Sprouts, Kroger, Publix, Albertsons, etc.)",,,,,,,Approximately once a week,Other (please specify),Strongly Disagree,Once a day,Half-gallon,,Whole milk,,,,,,,,,,,$4+,$100-150,2,1,3,4,Yes,Passive,8,Yes,,,,,,,,,,,When milk goes bad before the expiration date,,Rarely,Switch stores,,,,,,"Yes, but less frequently",Just the milk,Very Likely,Detractor,5,Unlikely,Detractor,5,,,NA,,,NA,,,NA,,,NA,,,NA,,,NA,1969,53,46-55,Female,,White,,,,,,,,,,Bachelor's degree in college (4-year),Working full-time,"$60,000 to $69,999",Never married,No,Florida
R_33kyFHPmrPFGeRl,5de7d67e253a5a017b1833e4,,,,,,,,,,,,None,,About once a month,In a store,Online (through an app or web browser),,Approximately every 10 - 14 days,,"Large/national big-box stores (Walmart, Target, K-Mart, etc.)","Large supermarkets (Harps, Tops, Sprouts, Kroger, Publix, Albertsons, etc.)",,,,,,,Less frequently than every 14 days,Instacart,Strongly Disagree,Multiple times a week,Half-gallon,,Whole milk,,,,,,,,,,,$0-2,$50-100,3,1,4,2,Yes,Promoter,10,Yes,When milk was not sour but it did not taste as I expected,When milk does not smell as I expected,,When the milk has a sour taste,,,,,,,,,Rarely,Switch stores,Switch service provider,Switch milk producer / brand,,,,"Yes, to buy specific products",0-10%,Very Likely,Passive,8,Neutral,Detractor,3,Very likely,Passive,8,Neutral,Detractor,3,,,NA,,,NA,,,NA,,,NA,1969,53,46-55,Male,,White,,,,,,,,,,Some college but no degree,Retired,"$150,000 or more",Married,No,Arizona
R_30icJAYUILVmcBh,5e176b2163c7a407ce2f02a1,,,,,,,,,,,,None,,About once per week,In a store,,,Approximately once a week,,,"Large supermarkets (Harps, Tops, Sprouts, Kroger, Publix, Albertsons, etc.)",,,,,,,,,Strongly Disagree,Once a day,More than one gallon,,,2%,,,Lactose-free milk,,,,,,,$2-4,$150+,3,1,4,2,Yes,Detractor,3,Yes,When milk was not sour but it did not taste as I expected,,,,,,,,,,,,Sometimes,,,,,"No, nothing changed",,,,Likely,Detractor,5,Very Likely,Detractor,5,,,NA,,,NA,,,NA,,,NA,,,NA,,,NA,1969,53,46-55,Female,,White,,,,,,Hispanic/Latino,,,,Bachelor's degree in college (4-year),Working part-time,"$100,000 to $149,999",Married,Yes,North Carolina
R_eu1DSkuXf6gJxo5,5e7e0e92b7838b4aca1b6fca,,,,,,,,,,,,None,,More than once a week,,Online (through an app or web browser),,,,,,,,,,,,Approximately once a week,Instacart,Strongly Disagree,Multiple times a week,Gallon,,Whole milk,,,,,,,,,,,$2-4,$50-100,1,4,3,2,Yes,Passive,8,No,,,,,,,,,,,,,,,,,,,,,,,,NA,,,NA,Very likely,Promoter,10,,,NA,,,NA,,,NA,,,NA,,,NA,1969,53,46-55,Male,,,,,,,,Hispanic/Latino,,,,Some college but no degree,Working full-time,"$30,000 to $39,999",Never married,No,New York
